state;action_reward;n_state
245&3|237&4|315&5|333&4|294&4|100&4|307&4|9&4|300&3|328&4|539&3|340&5;150&3|15&4|7&4|13&4;245&3|237&4|315&5|333&4|294&4|100&4|307&4|9&4|300&3|328&4|539&3|340&5|150&3|15&4|7&4|13&4
568&5|379&3|98&4|117&3|1491&1|526&2|159&5|265&3|562&5|654&3|68&3|356&3;237&5|219&3|553&5|1222&3;568&5|379&3|98&4|117&3|1491&1|526&2|159&5|265&3|562&5|654&3|68&3|356&3|237&5|219&3|553&5|1222&3
200&2|98&5|174&3|427&5|185&4|648&4|194&3|124&3|55&3|172&3|300&3|527&3;47&3|434&4|357&3|631&4;200&2|98&5|174&3|427&5|185&4|648&4|194&3|124&3|55&3|172&3|300&3|527&3|47&3|434&4|357&3|631&4
289&2|886&2|644&4|325&2|526&4|86&5|87&4|423&5|527&4|135&4|582&3|23&5;435&5|708&2|428&5|211&5;289&2|886&2|644&4|325&2|526&4|86&5|87&4|423&5|527&4|135&4|582&3|23&5|435&5|708&2|428&5|211&5
380&4|193&4|15&4|555&3|736&3|277&3|258&3|678&3|731&4|286&3|162&4|178&4;1085&1|20&1|1381&3|925&3;380&4|193&4|15&4|555&3|736&3|277&3|258&3|678&3|731&4|286&3|162&4|178&4|1085&1|20&1|1381&3|925&3
15&5|118&4|222&4|282&5|975&2|597&5|982&4|111&4|926&2|756&5|689&4|815&4;1165&3|1047&3|831&3|820&2;15&5|118&4|222&4|282&5|975&2|597&5|982&4|111&4|926&2|756&5|689&4|815&4|1165&3|1047&3|831&3|820&2
173&4|432&3|837&5|566&3|100&5|225&3|230&3|195&3|435&5|661&4|99&3|127&4;49&5|633&4|288&1|402&4;173&4|432&3|837&5|566&3|100&5|225&3|230&3|195&3|435&5|661&4|99&3|127&4|49&5|633&4|288&1|402&4
81&3|742&5|127&5|99&3|411&4|747&5|179&3|1489&2|73&4|425&4|506&5|1468&5;1061&3|468&4|1227&2|38&3;81&3|742&5|127&5|99&3|411&4|747&5|179&3|1489&2|73&4|425&4|506&5|1468&5|1061&3|468&4|1227&2|38&3
378&5|409&4|405&4|7&4|756&3|117&4|69&5|122&2|208&5|815&2|284&3|582&5;427&5|186&5|684&3|79&5;378&5|409&4|405&4|7&4|756&3|117&4|69&5|122&2|208&5|815&2|284&3|582&5|427&5|186&5|684&3|79&5
676&1|33&3|684&5|463&3|216&4|607&4|660&3|46&3|836&4|510&5|62&3|231&3;300&3|210&5|261&3|161&4;676&1|33&3|684&5|463&3|216&4|607&4|660&3|46&3|836&4|510&5|62&3|231&3|300&3|210&5|261&3|161&4
481&1|195&4|604&5|269&4|96&4|423&3|318&1|1&3|286&1|172&3|242&3|516&4;191&2|179&1|484&4|283&3;481&1|195&4|604&5|269&4|96&4|423&3|318&1|1&3|286&1|172&3|242&3|516&4|191&2|179&1|484&4|283&3
523&4|521&4|175&3|154&4|12&4|286&3|275&3|56&5|100&4|151&3|251&4|50&3;285&4|664&5|137&4|124&4;523&4|521&4|175&3|154&4|12&4|286&3|275&3|56&5|100&4|151&3|251&4|50&3|285&4|664&5|137&4|124&4
864&4|278&4|1014&1|978&2|676&3|235&1|259&4|25&2|596&3|1047&3|1115&3|7&5;108&1|8&5|216&3|194&3;864&4|278&4|1014&1|978&2|676&3|235&1|259&4|25&2|596&3|1047&3|1115&3|7&5|108&1|8&5|216&3|194&3
172&5|432&5|486&4|187&4|1068&4|505&4|207&5|183&4|659&5|222&5|242&4|100&5;615&4|648&4|495&4|657&4;172&5|432&5|486&4|187&4|1068&4|505&4|207&5|183&4|659&5|222&5|242&4|100&5|615&4|648&4|495&4|657&4
742&4|9&4|148&4|1399&3|274&4|406&2|619&3|288&3|678&3|595&3|100&2|1028&3;106&4|472&5|840&3|546&4;742&4|9&4|148&4|1399&3|274&4|406&2|619&3|288&3|678&3|595&3|100&2|1028&3|106&4|472&5|840&3|546&4
1395&1|1330&1|881&1|13&2|477&1|682&4|1282&1|151&2|937&3|330&1|1051&2|1320&1;1009&1|1327&1|840&1|413&2;1395&1|1330&1|881&1|13&2|477&1|682&4|1282&1|151&2|937&3|330&1|1051&2|1320&1|1009&1|1327&1|840&1|413&2
313&4|117&4|259&3|300&3|1&5|751&4|100&3|294&4|7&4|538&3|405&3|121&4;9&4|282&4|15&3|25&3;313&4|117&4|259&3|300&3|1&5|751&4|100&3|294&4|7&4|538&3|405&3|121&4|9&4|282&4|15&3|25&3
259&3|257&5|988&1|307&2|269&3|948&1|328&2|294&3|748&1|127&4|50&5|309&3;340&2|781&5|720&2|990&2;259&3|257&5|988&1|307&2|269&3|948&1|328&2|294&3|748&1|127&4|50&5|309&3|340&2|781&5|720&2|990&2
584&3|479&4|480&4|134&4|654&3|195&4|91&4|197&5|732&3|95&3|173&3|739&3;96&5|135&5|1020&3|192&2;584&3|479&4|480&4|134&4|654&3|195&4|91&4|197&5|732&3|95&3|173&3|739&3|96&5|135&5|1020&3|192&2
597&3|50&4|127&3|748&4|255&3|476&3|471&5|15&4|405&4|866&3|300&4|313&3;252&4|289&4|846&4|126&5;597&3|50&4|127&3|748&4|255&3|476&3|471&5|15&4|405&4|866&3|300&4|313&3|252&4|289&4|846&4|126&5
169&5|382&5|258&5|215&5|275&4|371&4|946&4|174&4|845&5|747&4|298&4|289&4;313&5|785&3|316&5|155&4;169&5|382&5|258&5|215&5|275&4|371&4|946&4|174&4|845&5|747&4|298&4|289&4|313&5|785&3|316&5|155&4
351&3|299&4|328&4|323&2|245&4|313&4|354&4|355&4|683&2|322&3|288&4|271&3;350&5|748&5|264&4|260&4;351&3|299&4|328&4|323&2|245&4|313&4|354&4|355&4|683&2|322&3|288&4|271&3|350&5|748&5|264&4|260&4
748&4|340&4|360&5|689&5|1280&3|330&4|351&5|682&4|245&3|302&5|898&3|269&3;349&4|897&2|270&4|457&3;748&4|340&4|360&5|689&5|1280&3|330&4|351&5|682&4|245&3|302&5|898&3|269&3|349&4|897&2|270&4|457&3
307&4|1337&3|354&4|269&4|1502&1|267&3|636&5|915&4|186&4|781&5|72&3|1228&3;4&5|100&5|95&5|692&5;307&4|1337&3|354&4|269&4|1502&1|267&3|636&5|915&4|186&4|781&5|72&3|1228&3|4&5|100&5|95&5|692&5
295&3|527&5|122&3|22&5|335&3|257&4|1034&2|27&4|379&4|298&5|761&3|66&5;1151&3|566&4|450&2|779&4;295&3|527&5|122&3|22&5|335&3|257&4|1034&2|27&4|379&4|298&5|761&3|66&5|1151&3|566&4|450&2|779&4
340&3|1010&4|301&3|257&3|237&4|273&4|100&5|1120&4|126&4|235&4|928&3|268&4;687&2|313&5|272&5|326&3;340&3|1010&4|301&3|257&3|237&4|273&4|100&5|1120&4|126&4|235&4|928&3|268&4|687&2|313&5|272&5|326&3
892&2|259&5|748&4|687&3|313&5|245&3|683&4|328&4|901&2|289&1|331&3|300&4;22&5|750&3|310&4|270&4;892&2|259&5|748&4|687&3|313&5|245&3|683&4|328&4|901&2|289&1|331&3|300&4|22&5|750&3|310&4|270&4
121&2|287&4|476&4|566&2|240&5|98&4|282&4|1132&2|210&4|926&3|762&4|177&3;135&4|527&3|92&4|194&3;121&2|287&4|476&4|566&2|240&5|98&4|282&4|1132&2|210&4|926&3|762&4|177&3|135&4|527&3|92&4|194&3
357&3|425&4|647&3|209&4|479&4|515&4|286&3|186&5|222&4|97&4|71&3|79&4;83&3|1&4|710&3|118&2;357&3|425&4|647&3|209&4|479&4|515&4|286&3|186&5|222&4|97&4|71&3|79&4|83&3|1&4|710&3|118&2
420&4|864&2|56&5|9&5|595&3|181&4|117&3|934&4|1401&3|200&3|505&3|546&4;66&2|478&3|210&2|58&2;420&4|864&2|56&5|9&5|595&3|181&4|117&3|934&4|1401&3|200&3|505&3|546&4|66&2|478&3|210&2|58&2
286&4|15&3|169&5|7&5|294&4|150&5|242&4|515&4|517&4|25&4|50&5|1089&2;20&4|257&4|274&3|117&4;286&4|15&3|169&5|7&5|294&4|150&5|242&4|515&4|517&4|25&4|50&5|1089&2|20&4|257&4|274&3|117&4
306&5|604&5|300&4|174&5|100&5|286&4|28&3|1451&4|617&4|275&5|488&5|173&5;478&5|615&5|514&4|494&3;306&5|604&5|300&4|174&5|100&5|286&4|28&3|1451&4|617&4|275&5|488&5|173&5|478&5|615&5|514&4|494&3
159&3|934&2|153&4|294&3|109&5|550&4|479&4|218&3|117&4|121&1|403&4|284&1;1419&2|49&3|391&2|1406&3;159&3|934&2|153&4|294&3|109&5|550&4|479&4|218&3|117&4|121&1|403&4|284&1|1419&2|49&3|391&2|1406&3
1016&3|471&5|742&5|741&4|24&3|258&4|50&5|475&2|257&3|284&3|15&3|597&3;21&1|763&4|249&4|405&3;1016&3|471&5|742&5|741&4|24&3|258&4|50&5|475&2|257&3|284&3|15&3|597&3|21&1|763&4|249&4|405&3
125&4|181&5|258&5|117&4|294&5|471&4|1&4|118&5|255&4|7&3|243&4|222&4;252&3|411&3|95&5|195&5;125&4|181&5|258&5|117&4|294&5|471&4|1&4|118&5|255&4|7&3|243&4|222&4|252&3|411&3|95&5|195&5
87&3|1378&2|28&4|597&1|181&2|7&1|325&1|123&1|979&2|208&2|933&1|221&1;56&5|829&1|346&5|871&2;87&3|1378&2|28&4|597&1|181&2|7&1|325&1|123&1|979&2|208&2|933&1|221&1|56&5|829&1|346&5|871&2
96&2|160&4|64&4|58&4|475&4|186&5|11&3|169&4|47&3|156&5|89&4|196&3;258&5|127&5|428&4|175&5;96&2|160&4|64&4|58&4|475&4|186&5|11&3|169&4|47&3|156&5|89&4|196&3|258&5|127&5|428&4|175&5
488&4|427&4|506&3|88&2|77&3|25&2|79&4|971&4|423&5|780&1|234&3|480&5;294&2|111&3|924&5|523&2;488&4|427&4|506&3|88&2|77&3|25&2|79&4|971&4|423&5|780&1|234&3|480&5|294&2|111&3|924&5|523&2
69&4|652&4|1119&3|431&2|970&4|191&4|705&5|194&5|192&4|85&4|898&3|603&3;52&4|86&4|1176&5|7&4;69&4|652&4|1119&3|431&2|970&4|191&4|705&5|194&5|192&4|85&4|898&3|603&3|52&4|86&4|1176&5|7&4
118&3|124&4|273&5|121&3|9&3|289&2|294&4|129&4|15&3|288&4|748&4|327&4;597&2|281&4|831&1|924&3;118&3|124&4|273&5|121&3|9&3|289&2|294&4|129&4|15&3|288&4|748&4|327&4|597&2|281&4|831&1|924&3
25&4|342&2|319&4|309&1|277&4|741&2|285&4|315&4|895&4|268&5|473&4|276&2;287&4|1011&3|476&4|815&3;25&4|342&2|319&4|309&1|277&4|741&2|285&4|315&4|895&4|268&5|473&4|276&2|287&4|1011&3|476&4|815&3
304&4|895&4|313&5|286&4|321&4|294&3|301&4|748&2|300&4|306&3|689&3|288&4;343&4|328&3|323&4|307&3;304&4|895&4|313&5|286&4|321&4|294&3|301&4|748&2|300&4|306&3|689&3|288&4|343&4|328&3|323&4|307&3
381&3|663&3|272&3|393&2|715&4|307&3|70&5|204&4|289&3|333&3|211&3|274&3;347&4|716&2|257&3|781&2;381&3|663&3|272&3|393&2|715&4|307&3|70&5|204&4|289&3|333&3|211&3|274&3|347&4|716&2|257&3|781&2
8&4|50&4|300&4|96&4|185&4|204&3|527&4|186&4|678&3|1035&3|313&4|191&3;189&4|1146&3|89&4|408&4;8&4|50&4|300&4|96&4|185&4|204&3|527&4|186&4|678&3|1035&3|313&4|191&3|189&4|1146&3|89&4|408&4
527&5|325&2|1459&4|273&5|318&5|258&3|286&5|302&4|191&4|313&3|198&5|97&5;23&4|50&5|56&5|1&4;527&5|325&2|1459&4|273&5|318&5|258&3|286&5|302&4|191&4|313&3|198&5|97&5|23&4|50&5|56&5|1&4
969&4|208&5|222&5|511&4|202&4|228&5|642&4|174&5|1046&5|655&5|191&3|184&5;80&3|217&5|1157&4|665&1;969&4|208&5|222&5|511&4|202&4|228&5|642&4|174&5|1046&5|655&5|191&3|184&5|80&3|217&5|1157&4|665&1
20&5|501&4|479&5|175&5|588&3|487&5|1439&3|94&3|419&5|514&5|159&3|582&5;283&5|914&1|129&4|303&3;20&5|501&4|479&5|175&5|588&3|487&5|1439&3|94&3|419&5|514&5|159&3|582&5|283&5|914&1|129&4|303&3
873&2|877&2|289&4|288&3|315&4|886&4|294&3|313&4|307&4|272&4|332&3|334&2;682&2|1527&2|323&2|338&2;873&2|877&2|289&4|288&3|315&4|886&4|294&3|313&4|307&4|272&4|332&3|334&2|682&2|1527&2|323&2|338&2
159&4|56&5|180&5|748&4|158&2|17&1|215&3|240&1|12&5|549&4|967&2|951&2;322&3|245&4|3&3|802&4;159&4|56&5|180&5|748&4|158&2|17&1|215&3|240&1|12&5|549&4|967&2|951&2|322&3|245&4|3&3|802&4
958&3|45&3|654&3|121&3|778&2|147&4|1019&4|252&3|97&3|71&3|318&4|322&3;1046&4|566&3|423&4|581&3;958&3|45&3|654&3|121&3|778&2|147&4|1019&4|252&3|97&3|71&3|318&4|322&3|1046&4|566&3|423&4|581&3
988&2|290&4|825&1|220&1|323&2|1&4|129&3|111&4|137&4|294&3|413&2|1017&5;301&4|56&5|190&5|114&4;988&2|290&4|825&1|220&1|323&2|1&4|129&3|111&4|137&4|294&3|413&2|1017&5|301&4|56&5|190&5|114&4
100&4|898&4|258&2|257&5|511&5|165&5|194&4|429&4|136&4|886&4|887&5|647&5;414&3|69&5|87&4|486&3;100&4|898&4|258&2|257&5|511&5|165&5|194&4|429&4|136&4|886&4|887&5|647&5|414&3|69&5|87&4|486&3
343&2|327&2|898&2|358&1|286&5|270&2|260&1|340&4|750&4|301&3|346&4|300&3;316&5|272&5|332&5|333&4;343&2|327&2|898&2|358&1|286&5|270&2|260&1|340&4|750&4|301&3|346&4|300&3|316&5|272&5|332&5|333&4
222&4|546&3|264&2|12&4|250&1|276&1|273&5|322&3|69&3|300&4|71&3|100&3;174&3|123&4|272&5|550&3;222&4|546&3|264&2|12&4|250&1|276&1|273&5|322&3|69&3|300&4|71&3|100&3|174&3|123&4|272&5|550&3
7&3|127&3|284&3|116&5|236&4|273&5|654&5|285&5|684&5|12&5|19&4|696&3;258&4|190&4|294&2|900&5;7&3|127&3|284&3|116&5|236&4|273&5|654&5|285&5|684&5|12&5|19&4|696&3|258&4|190&4|294&2|900&5
216&2|58&4|238&5|506&2|1110&2|293&3|127&4|234&1|965&4|443&3|507&3|4&2;189&5|174&2|603&5|182&5;216&2|58&4|238&5|506&2|1110&2|293&3|127&4|234&1|965&4|443&3|507&3|4&2|189&5|174&2|603&5|182&5
196&5|245&2|182&4|433&4|83&5|237&4|451&4|186&5|966&4|418&4|591&4|729&2;790&4|381&3|151&3|228&3;196&5|245&2|182&4|433&4|83&5|237&4|451&4|186&5|966&4|418&4|591&4|729&2|790&4|381&3|151&3|228&3
929&4|1091&4|692&3|473&4|924&5|222&5|117&5|455&3|228&5|195&5|99&5|123&4;866&4|768&4|1034&3|720&4;929&4|1091&4|692&3|473&4|924&5|222&5|117&5|455&3|228&5|195&5|99&5|123&4|866&4|768&4|1034&3|720&4
411&3|300&4|597&4|210&3|596&4|222&4|151&3|1033&5|133&2|1047&3|717&4|21&3;894&1|240&1|258&4|50&4;411&3|300&4|597&4|210&3|596&4|222&4|151&3|1033&5|133&2|1047&3|717&4|21&3|894&1|240&1|258&4|50&4
9&5|50&5|912&4|1483&2|100&5|245&4|515&4|272&5|300&4|275&4|258&3|313&4;906&4|916&3|269&4|271&3;9&5|50&5|912&4|1483&2|100&5|245&4|515&4|272&5|300&4|275&4|258&3|313&4|906&4|916&3|269&4|271&3
810&3|367&4|8&5|99&3|191&5|357&5|50&5|418&3|41&3|186&4|54&4|636&4;738&2|808&2|1188&3|34&1;810&3|367&4|8&5|99&3|191&5|357&5|50&5|418&3|41&3|186&4|54&4|636&4|738&2|808&2|1188&3|34&1
179&5|493&3|547&4|750&4|190&5|19&3|508&3|1347&3|753&5|127&5|285&5|603&4;288&3|283&5|331&3|301&3;179&5|493&3|547&4|750&4|190&5|19&3|508&3|1347&3|753&5|127&5|285&5|603&4|288&3|283&5|331&3|301&3
111&4|21&3|930&3|90&4|926&2|240&1|203&3|161&4|1540&4|560&3|153&4|614&5;345&5|732&5|476&5|164&5;111&4|21&3|930&3|90&4|926&2|240&1|203&3|161&4|1540&4|560&3|153&4|614&5|345&5|732&5|476&5|164&5
553&2|122&1|761&2|546&3|200&5|977&3|286&5|478&5|56&5|125&4|196&5|807&4;744&3|143&4|393&4|501&2;553&2|122&1|761&2|546&3|200&5|977&3|286&5|478&5|56&5|125&4|196&5|807&4|744&3|143&4|393&4|501&2
602&4|731&3|117&4|1261&4|182&5|416&5|847&4|2&4|66&4|139&5|1054&2|153&5;145&3|373&3|487&4|328&4;602&4|731&3|117&4|1261&4|182&5|416&5|847&4|2&4|66&4|139&5|1054&2|153&5|145&3|373&3|487&4|328&4
1436&3|1098&4|269&4|69&4|508&4|810&2|137&3|216&5|742&4|18&2|156&2|70&3;282&4|182&3|722&3|538&2;1436&3|1098&4|269&4|69&4|508&4|810&2|137&3|216&5|742&4|18&2|156&2|70&3|282&4|182&3|722&3|538&2
405&4|294&3|175&4|32&3|199&5|423&2|230&4|431&4|209&4|215&3|255&2|24&3;117&3|210&4|340&1|174&5;405&4|294&3|175&4|32&3|199&5|423&2|230&4|431&4|209&4|215&3|255&2|24&3|117&3|210&4|340&1|174&5
269&3|347&4|889&2|344&2|302&2|882&2|887&3|313&1|303&4|305&2|306&4|896&2;900&4|319&4|315&4|321&3;269&3|347&4|889&2|344&2|302&2|882&2|887&3|313&1|303&4|305&2|306&4|896&2|900&4|319&4|315&4|321&3
249&4|455&2|245&2|591&3|475&5|313&4|1023&3|151&3|250&4|259&2|294&3|222&3;118&3|111&3|405&4|1016&1;249&4|455&2|245&2|591&3|475&5|313&4|1023&3|151&3|250&4|259&2|294&3|222&3|118&3|111&3|405&4|1016&1
515&5|1016&4|127&5|685&4|7&3|455&3|405&4|222&4|50&4|181&3|117&5|597&3;833&3|982&3|546&2|825&4;515&5|1016&4|127&5|685&4|7&3|455&3|405&4|222&4|50&4|181&3|117&5|597&3|833&3|982&3|546&2|825&4
31&2|59&5|1141&3|69&5|514&3|32&4|58&3|511&5|1017&2|133&3|933&3|286&4;81&5|682&5|304&5|306&5;31&2|59&5|1141&3|69&5|514&3|32&4|58&3|511&5|1017&2|133&3|933&3|286&4|81&5|682&5|304&5|306&5
98&5|269&5|114&5|134&5|176&3|358&5|135&4|288&3|173&4|876&5|172&5|496&5;333&3|276&5|328&3|1007&5;98&5|269&5|114&5|134&5|176&3|358&5|135&4|288&3|173&4|876&5|172&5|496&5|333&3|276&5|328&3|1007&5
322&4|197&4|55&4|202&1|687&3|199&5|661&3|187&3|12&3|519&5|520&5|259&3;94&3|153&3|523&4|70&3;322&4|197&4|55&4|202&1|687&3|199&5|661&3|187&3|12&3|519&5|520&5|259&3|94&3|153&3|523&4|70&3
378&3|632&3|169&4|527&4|427&4|685&3|135&2|22&4|419&4|181&3|99&3|528&4;451&4|463&2|519&2|70&4;378&3|632&3|169&4|527&4|427&4|685&3|135&2|22&4|419&4|181&3|99&3|528&4|451&4|463&2|519&2|70&4
98&4|56&4|500&3|304&3|748&4|496&5|243&1|603&5|182&5|672&1|692&5|79&5;8&2|650&5|185&5|170&5;98&4|56&4|500&3|304&3|748&4|496&5|243&1|603&5|182&5|672&1|692&5|79&5|8&2|650&5|185&5|170&5
259&4|242&5|289&2|172&4|174&5|258&5|164&4|7&4|751&3|29&3|313&5|1013&3;683&3|315&4|28&4|538&4;259&4|242&5|289&2|172&4|174&5|258&5|164&4|7&4|751&3|29&3|313&5|1013&3|683&3|315&4|28&4|538&4
582&3|658&3|193&5|237&4|175&1|195&4|176&5|566&3|510&4|403&2|157&4|1135&3;546&3|2&3|241&4|679&3;582&3|658&3|193&5|237&4|175&1|195&4|176&5|566&3|510&4|403&2|157&4|1135&3|546&3|2&3|241&4|679&3
790&2|56&5|975&3|322&2|230&5|278&3|1245&2|209&1|566&4|79&5|70&4|98&4;552&2|715&2|542&3|545&2;790&2|56&5|975&3|322&2|230&5|278&3|1245&2|209&1|566&4|79&5|70&4|98&4|552&2|715&2|542&3|545&2
71&5|419&5|420&4|476&5|66&4|62&4|38&3|810&3|1053&3|763&3|274&4|403&3;843&4|709&5|993&4|204&4;71&5|419&5|420&4|476&5|66&4|62&4|38&3|810&3|1053&3|763&3|274&4|403&3|843&4|709&5|993&4|204&4
871&2|528&4|291&3|234&2|122&1|31&3|380&4|582&3|356&4|687&2|526&2|118&4;21&3|1142&4|919&2|744&2;871&2|528&4|291&3|234&2|122&1|31&3|380&4|582&3|356&4|687&2|526&2|118&4|21&3|1142&4|919&2|744&2
417&2|1217&5|864&3|755&4|202&4|474&3|480&4|265&5|7&4|121&5|712&3|582&1;356&3|403&3|655&4|1057&1;417&2|1217&5|864&3|755&4|202&4|474&3|480&4|265&5|7&4|121&5|712&3|582&1|356&3|403&3|655&4|1057&1
300&5|245&3|313&5|326&5|882&5|751&4|343&3|301&3|322&5|880&2|359&4|748&4;754&5|327&5|312&5|989&4;300&5|245&3|313&5|326&5|882&5|751&4|343&3|301&3|322&5|880&2|359&4|748&4|754&5|327&5|312&5|989&4
926&1|742&1|118&2|276&5|50&5|596&2|458&1|713&2|7&3|9&4|245&3|763&1;411&1|1089&1|1028&4|405&3;926&1|742&1|118&2|276&5|50&5|596&2|458&1|713&2|7&3|9&4|245&3|763&1|411&1|1089&1|1028&4|405&3
70&4|732&4|279&4|28&5|427&3|483&3|11&4|294&2|595&3|393&4|223&5|526&4;1033&4|527&4|952&2|197&5;70&4|732&4|279&4|28&5|427&3|483&3|11&4|294&2|595&3|393&4|223&5|526&4|1033&4|527&4|952&2|197&5
55&4|7&5|276&4|655&5|519&5|602&4|83&4|483&5|198&4|286&4|195&4|175&5;524&5|265&4|239&2|357&5;55&4|7&5|276&4|655&5|519&5|602&4|83&4|483&5|198&4|286&4|195&4|175&5|524&5|265&4|239&2|357&5
311&4|346&3|1592&3|1399&3|302&3|1434&4|268&3|306&2|308&4|303&1|904&3|269&4;909&4|340&1|1234&4|877&2;311&4|346&3|1592&3|1399&3|302&3|1434&4|268&3|306&2|308&4|303&1|904&3|269&4|909&4|340&1|1234&4|877&2
202&5|38&4|181&5|121&4|132&5|148&4|596&5|136&5|64&5|71&5|694&5|432&4;91&4|468&5|554&3|966&5;202&5|38&4|181&5|121&4|132&5|148&4|596&5|136&5|64&5|71&5|694&5|432&4|91&4|468&5|554&3|966&5
56&5|121&4|252&1|257&4|11&5|845&5|39&5|652&4|218&5|248&5|117&5|181&3;4&4|346&5|347&4|291&5;56&5|121&4|252&1|257&4|11&5|845&5|39&5|652&4|218&5|248&5|117&5|181&3|4&4|346&5|347&4|291&5
257&4|1012&2|829&2|240&4|930&1|827&3|148&3|475&5|471&4|333&5|338&3|151&2;871&5|291&1|346&4|307&4;257&4|1012&2|829&2|240&4|930&1|827&3|148&3|475&5|471&4|333&5|338&3|151&2|871&5|291&1|346&4|307&4
68&5|815&3|300&4|100&5|237&4|258&5|963&5|135&5|298&4|235&2|69&4|234&4;1046&3|498&4|5&3|183&5;68&5|815&3|300&4|100&5|237&4|258&5|963&5|135&5|298&4|235&2|69&4|234&4|1046&3|498&4|5&3|183&5
798&4|1047&4|510&3|187&5|1&4|53&1|188&4|403&4|277&4|546&3|271&4|92&4;652&4|42&3|202&5|186&3;798&4|1047&4|510&3|187&5|1&4|53&1|188&4|403&4|277&4|546&3|271&4|92&4|652&4|42&3|202&5|186&3
198&5|165&5|322&3|529&5|887&3|289&4|150&3|1176&5|875&4|682&2|253&3|305&3;180&5|327&3|1070&2|750&4;198&5|165&5|322&3|529&5|887&3|289&4|150&3|1176&5|875&4|682&2|253&3|305&3|180&5|327&3|1070&2|750&4
313&5|311&4|525&5|294&4|347&4|882&3|301&2|269&5|302&3|258&3|315&4|245&3;923&5|22&5|98&4|173&5;313&5|311&4|525&5|294&4|347&4|882&3|301&2|269&5|302&3|258&3|315&4|245&3|923&5|22&5|98&4|173&5
303&2|988&2|270&2|322&2|258&3|333&3|294&1|301&4|271&4|289&3|245&2|748&1;680&2|358&3|266&2|879&2;303&2|988&2|270&2|322&2|258&3|333&3|294&1|301&4|271&4|289&3|245&2|748&1|680&2|358&3|266&2|879&2
294&4|307&4|50&4|291&4|289&1|330&4|546&4|237&4|1620&4|988&4|127&4|259&4;121&5|298&4|597&4|276&4;294&4|307&4|50&4|291&4|289&1|330&4|546&4|237&4|1620&4|988&4|127&4|259&4|121&5|298&4|597&4|276&4
432&3|132&3|222&3|216&4|343&1|28&3|478&4|100&3|175&5|481&3|276&3|210&2;346&3|604&2|7&5|258&4;432&3|132&3|222&3|216&4|343&1|28&3|478&4|100&3|175&5|481&3|276&3|210&2|346&3|604&2|7&5|258&4
242&5|754&4|1062&5|1022&2|347&3|268&5|331&1|328&3|887&4|340&1|319&5|269&5;245&5|100&5|358&2|316&4;242&5|754&4|1062&5|1022&2|347&3|268&5|331&1|328&3|887&4|340&1|319&5|269&5|245&5|100&5|358&2|316&4
449&2|68&3|268&4|710&5|780&3|184&2|172&5|859&3|219&3|738&3|7&4|433&4;943&4|572&3|77&3|203&3;449&2|68&3|268&4|710&5|780&3|184&2|172&5|859&3|219&3|738&3|7&4|433&4|943&4|572&3|77&3|203&3
262&4|258&4|301&1|304&3|288&1|1602&4|345&5|1022&5|360&4|1062&5|270&5|344&4;884&4|338&1|305&4|312&1;262&4|258&4|301&1|304&3|288&1|1602&4|345&5|1022&5|360&4|1062&5|270&5|344&4|884&4|338&1|305&4|312&1
318&4|498&4|333&4|55&1|751&3|197&1|98&3|56&4|168&1|216&4|327&5|526&5;97&5|465&1|69&5|603&4;318&4|498&4|333&4|55&1|751&3|197&1|98&3|56&4|168&1|216&4|327&5|526&5|97&5|465&1|69&5|603&4
286&1|681&2|278&4|300&5|111&3|893&3|879&3|343&3|259&1|313&5|243&3|322&4;271&4|298&5|294&4|237&5;286&1|681&2|278&4|300&5|111&3|893&3|879&3|343&3|259&1|313&5|243&3|322&4|271&4|298&5|294&4|237&5
286&5|123&4|547&3|301&4|1089&2|343&4|281&3|222&4|324&4|350&4|1161&3|1245&3;291&2|928&3|1013&2|472&3;286&5|123&4|547&3|301&4|1089&2|343&4|281&3|222&4|324&4|350&4|1161&3|1245&3|291&2|928&3|1013&2|472&3
628&3|191&5|218&3|744&4|200&4|87&5|100&5|70&5|258&4|518&4|412&3|676&4;1012&3|1007&5|534&4|1221&3;628&3|191&5|218&3|744&4|200&4|87&5|100&5|70&5|258&4|518&4|412&3|676&4|1012&3|1007&5|534&4|1221&3
182&3|328&3|193&4|98&5|269&5|898&4|69&4|427&5|96&1|187&3|194&4|653&4;174&4|89&3|215&5|181&3;182&3|328&3|193&4|98&5|269&5|898&4|69&4|427&5|96&1|187&3|194&4|653&4|174&4|89&3|215&5|181&3
124&5|919&5|1&4|31&4|294&3|195&4|186&4|209&5|222&4|427&5|333&4|93&4;241&5|583&4|68&5|431&5;124&5|919&5|1&4|31&4|294&3|195&4|186&4|209&5|222&4|427&5|333&4|93&4|241&5|583&4|68&5|431&5
185&2|22&4|192&1|197&4|487&3|187&2|132&4|678&1|483&4|98&5|323&1|427&5;265&3|435&2|521&5|1039&5;185&2|22&4|192&1|197&4|487&3|187&2|132&4|678&1|483&4|98&5|323&1|427&5|265&3|435&2|521&5|1039&5
497&4|652&5|93&3|763&4|209&2|818&4|658&4|161&4|86&4|955&3|731&2|676&2;186&5|54&3|217&4|1072&3;497&4|652&5|93&3|763&4|209&2|818&4|658&4|161&4|86&4|955&3|731&2|676&2|186&5|54&3|217&4|1072&3
