state;action_reward;n_state
340&5|272&5|288&3|100&4|324&3|302&4|276&4|129&3|358&2|315&5|126&3|690&4;150&3|1084&3|124&3|137&3;340&5|272&5|288&3|100&4|324&3|302&4|276&4|129&3|358&2|315&5|126&3|690&4|150&3|1084&3|124&3|137&3
181&5|841&2|455&4|405&3|925&3|526&2|184&3|385&5|591&3|298&4|770&2|147&1;553&5|1303&3|1215&3|66&5;181&5|841&2|455&4|405&3|925&3|526&2|184&3|385&5|591&3|298&4|770&2|147&1|553&5|1303&3|1215&3|66&5
427&5|69&3|264&3|174&3|481&3|12&3|172&3|654&3|515&4|482&3|147&2|7&3;216&3|478&4|494&3|223&4;427&5|69&3|264&3|174&3|481&3|12&3|172&3|654&3|515&4|482&3|147&2|7&3|216&3|478&4|494&3|223&4
179&4|269&4|475&4|26&4|170&4|187&5|644&4|175&5|632&5|213&5|462&4|325&2;70&4|660&4|237&4|13&4;179&4|269&4|475&4|26&4|170&4|187&5|644&4|175&5|632&5|213&5|462&4|325&2|70&4|660&4|237&4|13&4
243&2|125&3|556&1|282&4|328&4|879&3|387&4|544&1|28&4|676&3|284&3|778&1;107&3|581&1|723&2|1441&3;243&2|125&3|556&1|282&4|328&4|879&3|387&4|544&1|28&4|676&3|284&3|778&1|107&3|581&1|723&2|1441&3
742&5|222&4|1048&2|257&4|685&4|879&2|289&3|591&4|282&5|975&2|982&4|300&5;820&2|841&4|831&3|750&3;742&5|222&4|1048&2|257&4|685&4|879&2|289&3|591&4|282&5|975&2|982&4|300&5|820&2|841&4|831&3|750&3
98&5|15&4|82&3|399&5|751&2|2&3|648&5|265&5|87&4|510&4|431&3|228&3;925&4|211&4|474&5|696&2;98&5|15&4|82&3|399&5|751&2|2&3|648&5|265&5|87&4|510&4|431&3|228&3|925&4|211&4|474&5|696&2
204&5|1522&2|218&4|92&3|66&5|507&4|742&5|381&4|747&5|157&5|411&4|763&4;869&4|581&4|1263&3|441&3;204&5|1522&2|218&4|92&3|66&5|507&4|742&5|381&4|747&5|157&5|411&4|763&4|869&4|581&4|1263&3|441&3
195&5|222&5|180&4|105&3|69&5|131&4|173&5|237&5|378&5|230&5|1412&3|33&2;96&4|186&5|739&4|616&4;195&5|222&5|180&4|105&3|69&5|131&4|173&5|237&5|378&5|230&5|1412&3|33&2|96&4|186&5|739&4|616&4
470&4|1073&4|684&5|497&5|530&5|227&4|56&4|455&3|72&3|175&5|1046&4|96&4;250&2|1608&2|1089&1|550&4;470&4|1073&4|684&5|497&5|530&5|227&4|56&4|455&3|72&3|175&5|1046&4|96&4|250&2|1608&2|1089&1|550&4
318&1|172&3|258&4|515&1|204&3|423&3|286&1|269&4|1&3|516&4|195&4|173&2;179&1|484&4|283&3|191&2;318&1|172&3|258&4|515&1|204&3|423&3|286&1|269&4|1&3|516&4|195&4|173&2|179&1|484&4|283&3|191&2
251&4|56&5|521&4|286&3|523&4|175&3|50&3|275&3|127&4|806&3|100&4|12&4;664&5|285&4|137&4|124&4;251&4|56&5|521&4|286&3|523&4|175&3|50&3|275&3|127&4|806&3|100&4|12&4|664&5|285&4|137&4|124&4
546&1|832&3|742&4|696&4|993&3|120&2|286&4|271&4|3&2|1014&1|278&4|147&3;1039&3|8&5|357&4|186&4;546&1|832&3|742&4|696&4|993&3|120&2|286&4|271&4|3&2|1014&1|278&4|147&3|1039&3|8&5|357&4|186&4
207&5|183&4|432&5|1068&4|22&4|177&5|524&5|724&4|187&4|505&4|176&3|172&5;478&4|648&4|141&4|180&5;207&5|183&4|432&5|1068&4|22&4|177&5|524&5|724&4|187&4|505&4|176&3|172&5|478&4|648&4|141&4|180&5
151&3|100&2|742&4|274&4|930&3|405&3|300&3|1028&3|717&3|9&4|282&4|595&3;840&3|455&2|597&4|823&2;151&3|100&2|742&4|274&4|930&3|405&3|300&3|1028&3|717&3|9&4|282&4|595&3|840&3|455&2|597&4|823&2
263&1|819&3|286&1|990&1|1328&1|1348&1|304&1|1010&1|301&2|109&1|1329&1|1375&1;106&2|975&2|1009&1|122&2;263&1|819&3|286&1|990&1|1328&1|1348&1|304&1|1010&1|301&2|109&1|1329&1|1375&1|106&2|975&2|1009&1|122&2
342&4|121&4|405&3|313&4|100&3|1&5|259&3|7&4|338&4|300&3|117&4|751&4;9&4|282&4|15&3|25&3;342&4|121&4|405&3|313&4|100&3|1&5|259&3|7&4|338&4|300&3|117&4|751&4|9&4|282&4|15&3|25&3
687&2|298&3|336&2|269&3|748&1|243&2|257&5|328&2|181&5|327&2|259&3|50&5;781&5|720&2|1023&3|990&2;687&2|298&3|336&2|269&3|748&1|243&2|257&5|328&2|181&5|327&2|259&3|50&5|781&5|720&2|1023&3|990&2
855&4|188&4|654&3|97&4|602&3|144&4|515&4|405&3|254&3|198&4|705&3|678&3;135&5|183&3|192&2|692&3;855&4|188&4|654&3|97&4|602&3|144&4|515&4|405&3|254&3|198&4|705&3|678&3|135&5|183&3|192&2|692&3
597&3|127&3|748&4|151&1|121&4|50&4|181&4|1&3|476&3|300&4|15&4|313&3;846&4|924&5|252&4|289&4;597&3|127&3|748&4|151&1|121&4|50&4|181&4|1&3|476&3|300&4|15&4|313&3|846&4|924&5|252&4|289&4
285&4|131&3|553&4|491&4|248&4|421&3|174&4|168&4|102&4|946&4|121&4|70&4;931&1|367&4|403&4|559&1;285&4|131&3|553&4|491&4|248&4|421&3|174&4|168&4|102&4|946&4|121&4|70&4|931&1|367&4|403&4|559&1
351&3|245&4|328&4|268&3|879&3|271&3|331&4|355&4|299&4|288&4|313&4|323&2;678&2|264&4|260&4|748&5;351&3|245&4|328&4|268&3|879&3|271&3|331&4|355&4|299&4|288&4|313&4|323&2|678&2|264&4|260&4|748&5
259&2|286&4|324&3|303&4|873&3|687&3|315&5|749&4|326&4|678&4|748&4|991&3;271&4|688&2|874&2|885&4;259&2|286&4|324&3|303&4|873&3|687&3|315&5|749&4|326&4|678&4|748&4|991&3|271&4|688&2|874&2|885&4
895&3|761&4|1426&3|1240&2|411&3|420&4|305&3|346&5|427&5|477&4|72&3|689&4;66&5|125&5|483&5|692&5;895&3|761&4|1426&3|1240&2|411&3|420&4|305&3|346&5|427&5|477&4|72&3|689&4|66&5|125&5|483&5|692&5
419&5|161&4|471&2|423&5|66&5|772&4|411&5|1058&5|363&3|184&4|1013&4|93&5;450&2|1274&2|808&5|888&3;419&5|161&4|471&2|423&5|66&5|772&4|411&5|1058&5|363&3|184&4|1013&4|93&5|450&2|1274&2|808&5|888&3
340&3|477&3|288&4|742&4|100&5|815&3|690&4|108&3|924&4|282&4|979&4|762&4;687&2|833&4|342&3|316&4;340&3|477&3|288&4|742&4|100&5|815&3|690&4|108&3|924&4|282&4|979&4|762&4|687&2|833&4|342&3|316&4
678&4|748&4|307&4|323&3|343&1|1238&3|272&4|690&5|687&3|331&3|333&2|288&3;342&3|739&4|750&3|310&4;678&4|748&4|307&4|323&3|343&1|1238&3|272&4|690&5|687&3|331&3|333&2|288&3|342&3|739&4|750&3|310&4
240&5|298&3|248&4|109&4|684&3|866&3|756&3|343&3|71&4|1028&4|50&4|257&3;92&4|202&3|699&4|157&3;240&5|298&3|248&4|109&4|684&3|866&3|756&3|343&3|71&4|1028&4|50&4|257&3|92&4|202&3|699&4|157&3
133&3|326&3|515&4|847&4|71&3|173&4|209&4|132&3|408&5|153&4|144&4|323&4;56&4|48&4|195&4|657&4;133&3|326&3|515&4|847&4|71&3|173&4|209&4|132&3|408&5|153&4|144&4|323&4|56&4|48&4|195&4|657&4
313&4|275&3|520&4|133&5|934&4|756&1|521&3|614&5|237&4|50&3|56&5|419&5;307&4|185&5|333&3|210&2;313&4|275&3|520&4|133&5|934&4|756&1|521&3|614&5|237&4|50&3|56&5|419&5|307&4|185&5|333&3|210&2
294&4|15&3|318&5|151&5|1089&2|285&5|121&3|517&4|1&4|169&5|203&3|25&4;274&3|20&4|117&4|24&4;294&4|15&3|318&5|151&5|1089&2|285&5|121&3|517&4|1&4|169&5|203&3|25&4|274&3|20&4|117&4|24&4
1451&4|405&3|89&3|191&4|705&5|604&5|28&3|79&4|174&5|50&5|275&5|617&4;494&3|14&5|223&4|478&5;1451&4|405&3|89&3|191&4|705&5|604&5|28&3|79&4|174&5|50&5|275&5|617&4|494&3|14&5|223&4|478&5
210&3|153&4|183&4|1039&5|1079&2|532&3|375&2|450&1|190&4|1552&2|184&5|132&4;1230&1|2&4|1060&3|67&1;210&3|153&4|183&4|1039&5|1079&2|532&3|375&2|450&1|190&4|1552&2|184&5|132&4|1230&1|2&4|1060&3|67&1
237&4|300&5|508&4|295&3|127&4|475&2|7&3|741&4|298&4|50&5|24&3|117&3;281&4|249&4|535&4|763&4;237&4|300&5|508&4|295&3|127&4|475&2|7&3|741&4|298&4|50&5|24&3|117&3|281&4|249&4|535&4|763&4
15&4|50&5|181&5|879&3|125&4|258&5|284&3|328&4|222&4|596&4|118&5|300&3;411&3|447&4|195&5|225&4;15&4|50&5|181&5|879&3|125&4|258&5|284&3|328&4|222&4|596&4|118&5|300&3|411&3|447&4|195&5|225&4
433&2|327&2|895&2|281&1|9&2|1129&4|886&3|933&1|293&3|302&1|479&3|7&1;823&1|1277&2|1143&4|346&5;433&2|327&2|895&2|281&1|9&2|1129&4|886&3|933&1|293&3|302&1|479&3|7&1|823&1|1277&2|1143&4|346&5
156&5|64&4|174&2|180&4|196&3|89&4|501&1|160&4|171&4|173&4|100&5|137&5;32&4|428&4|175&5|187&5;156&5|64&4|174&2|180&4|196&3|89&4|501&1|160&4|171&4|173&4|100&5|137&5|32&4|428&4|175&5|187&5
153&4|48&5|212&2|659&4|86&4|490&4|127&5|815&2|161&5|203&3|480&5|174&4;82&3|154&5|294&2|216&3;153&4|48&5|212&2|659&4|86&4|490&4|127&5|815&2|161&5|203&3|480&5|174&4|82&3|154&5|294&2|216&3
701&4|344&5|194&5|197&5|435&5|174&4|431&2|338&1|655&4|327&3|494&4|1149&4;923&4|1176&5|179&5|419&5;701&4|344&5|194&5|197&5|435&5|174&4|431&2|338&1|655&4|327&3|494&4|1149&4|923&4|1176&5|179&5|419&5
1&4|121&3|258&3|245&2|9&3|129&4|546&4|273&5|328&4|124&4|117&5|876&4;24&4|363&3|597&2|831&1;1&4|121&3|258&3|245&2|9&3|129&4|546&4|273&5|328&4|124&4|117&5|876&4|24&4|363&3|597&2|831&1
271&4|1420&2|948&1|742&3|1&4|315&4|894&1|309&1|895&4|326&2|151&4|137&3;1017&4|1011&3|815&3|15&3;271&4|1420&2|948&1|742&3|1&4|315&4|894&1|309&1|895&4|326&2|151&4|137&3|1017&4|1011&3|815&3|15&3
286&4|313&5|690&3|304&4|294&3|259&3|689&3|301&4|321&4|749&4|288&4|269&4;323&4|332&2|307&3|343&4;286&4|313&5|690&3|304&4|294&3|259&3|689&3|301&4|321&4|749&4|288&4|269&4|323&4|332&2|307&3|343&4
517&4|315&3|333&3|305&4|1061&3|49&2|289&3|310&4|894&2|274&3|220&3|283&4;1602&3|269&2|716&2|347&4;517&4|315&3|333&3|305&4|1061&3|49&2|289&3|310&4|894&2|274&3|220&3|283&4|1602&3|269&2|716&2|347&4
185&4|28&4|168&4|260&2|214&3|186&4|83&4|169&4|423&5|229&3|588&5|191&3;429&3|1030&2|152&4|94&3;185&4|28&4|168&4|260&2|214&3|186&4|83&4|169&4|423&5|229&3|588&5|191&3|429&3|1030&2|152&4|94&3
325&2|1238&4|186&5|97&5|183&5|286&5|273&5|1459&4|198&5|258&3|527&5|191&4;265&4|56&5|23&4|50&5;325&2|1238&4|186&5|97&5|183&5|286&5|273&5|1459&4|198&5|258&3|527&5|191&4|265&4|56&5|23&4|50&5
650&5|233&4|62&3|90&4|797&4|69&3|2&2|498&3|418&4|550&3|658&3|385&3;1110&4|575&3|80&3|167&4;650&5|233&4|62&3|90&4|797&4|69&3|2&2|498&3|418&4|550&3|658&3|385&3|1110&4|575&3|80&3|167&4
483&5|16&4|14&5|485&4|657&4|724&3|498&5|634&3|133&5|771&2|216&5|118&1;914&1|124&5|225&3|303&3;483&5|16&4|14&5|485&4|657&4|724&3|498&5|634&3|133&5|771&2|216&5|118&1|914&1|124&5|225&3|303&3
294&3|877&2|288&3|301&4|307&4|289&4|334&2|886&4|346&4|332&3|272&4|310&4;323&2|682&2|1527&2|338&2;294&3|877&2|288&3|301&4|307&4|289&4|334&2|886&4|346&4|332&3|272&4|310&4|323&2|682&2|1527&2|338&2
520&5|195&5|232&3|265&4|578&2|147&4|831&3|76&4|97&4|423&4|977&3|748&4;92&4|333&4|1228&4|358&4;520&5|195&5|232&3|265&4|578&2|147&4|831&3|76&4|97&4|423&4|977&3|748&4|92&4|333&4|1228&4|358&4
654&3|410&2|300&4|98&4|56&2|195&4|939&4|498&2|665&3|385&4|333&3|94&4;5&3|526&4|28&4|172&3;654&3|410&2|300&4|98&4|56&2|195&4|939&4|498&2|665&3|385&4|333&3|94&4|5&3|526&4|28&4|172&3
472&4|123&3|825&1|225&2|1150&4|13&5|678&3|108&4|235&4|845&3|508&4|1001&1;301&4|824&1|820&3|56&5;472&4|123&3|825&1|225&2|1150&4|13&5|678&3|108&4|235&4|845&3|508&4|1001&1|301&4|824&1|820&3|56&5
100&4|272&5|511&5|1101&5|742&4|258&2|521&4|210&3|174&3|205&5|251&5|132&4;208&4|414&3|69&5|183&4;100&4|272&5|511&5|1101&5|742&4|258&2|521&4|210&3|174&3|205&5|251&5|132&4|208&4|414&3|69&5|183&4
750&4|328&2|905&4|346&4|260&1|327&2|898&2|301&3|358&1|326&2|340&4|331&4;313&5|332&5|272&5|316&5;750&4|328&2|905&4|346&4|260&1|327&2|898&2|301&3|358&1|326&2|340&4|331&4|313&5|332&5|272&5|316&5
845&3|288&4|983&3|273&5|471&4|125&3|864&4|325&3|934&3|264&2|181&3|278&4;735&2|465&1|64&5|70&2;845&3|288&4|983&3|273&5|471&4|125&3|864&4|325&3|934&3|264&2|181&3|278&4|735&2|465&1|64&5|70&2
127&3|284&3|236&4|23&2|684&5|408&5|654&5|100&5|657&5|129&4|475&4|124&5;258&4|190&4|45&5|325&1;127&3|284&3|236&4|23&2|684&5|408&5|654&5|100&5|657&5|129&4|475&4|124&5|258&4|190&4|45&5|325&1
658&2|671&3|523&4|254&1|874&3|210&1|428&3|654&5|1008&4|2&3|175&4|433&4;900&4|1070&5|185&5|865&4;658&2|671&3|523&4|254&1|874&3|210&1|428&3|654&5|1008&4|2&3|175&4|433&4|900&4|1070&5|185&5|865&4
497&3|77&3|416&3|275&5|193&3|258&2|168&4|172&3|432&2|82&5|196&5|136&5;380&4|1048&2|685&3|367&4;497&3|77&3|416&3|275&5|193&3|258&2|168&4|172&3|432&2|82&5|196&5|136&5|380&4|1048&2|685&3|367&4
225&4|54&4|528&4|323&3|527&4|68&5|235&2|455&3|243&3|1028&2|432&5|91&4;373&4|38&3|578&5|226&4;225&4|54&4|528&4|323&3|527&4|68&5|235&2|455&3|243&3|1028&2|432&5|91&4|373&4|38&3|578&5|226&4
300&4|21&3|756&3|1033&5|133&2|411&3|112&4|1028&5|94&2|473&2|717&4|1047&3;181&4|894&1|240&1|50&4;300&4|21&3|756&3|1033&5|133&2|411&3|112&4|1028&5|94&2|473&2|717&4|1047&3|181&4|894&1|240&1|50&4
251&5|300&4|306&5|313&4|751&4|1483&2|515&4|286&2|912&4|272&5|9&5|100&5;271&3|678&3|916&3|269&4;251&5|300&4|306&5|313&4|751&4|1483&2|515&4|286&2|912&4|272&5|9&5|100&5|271&3|678&3|916&3|269&4
380&3|418&3|184&2|436&5|227&3|768&3|99&3|68&4|109&4|366&3|11&5|402&4;860&2|153&5|959&5|156&5;380&3|418&3|184&2|436&5|227&3|768&3|99&3|68&4|109&4|366&3|11&5|402&4|860&2|153&5|959&5|156&5
547&4|285&5|478&3|302&4|127&5|100&5|124&5|493&3|484&5|137&4|275&5|14&5;331&3|319&4|690&5|116&4;547&4|285&5|478&3|302&4|127&5|100&5|124&5|493&3|484&5|137&4|275&5|14&5|331&3|319&4|690&5|116&4
332&4|1337&1|77&4|564&4|12&5|276&3|928&3|937&2|803&3|869&3|140&4|576&5;345&5|658&5|917&4|302&5;332&4|1337&1|77&4|564&4|12&5|276&3|928&3|937&2|803&3|869&3|140&4|576&5|345&5|658&5|917&4|302&5
210&2|26&4|162&5|471&3|111&5|846&2|140&4|179&5|496&5|100&5|158&3|233&2;237&4|744&3|735&4|182&2;210&2|26&4|162&5|471&3|111&5|846&2|140&4|179&5|496&5|100&5|158&3|233&2|237&4|744&3|735&4|182&2
172&4|553&2|499&5|940&2|457&2|286&4|301&4|99&4|25&3|7&4|140&3|380&5;356&4|299&2|510&4|170&5;172&4|553&2|499&5|940&2|457&2|286&4|301&4|99&4|25&3|7&4|140&3|380&5|356&4|299&2|510&4|170&5
82&3|121&3|423&4|150&3|56&4|205&4|144&3|294&3|204&3|98&4|187&5|117&3;845&3|224&3|1147&4|1102&3;82&3|121&3|423&4|150&3|56&4|205&4|144&3|294&3|204&3|98&4|187&5|117&3|845&3|224&3|1147&4|1102&3
226&3|271&3|498&5|408&5|318&5|82&4|1039&4|250&4|273&4|122&1|739&1|179&1;535&3|272&4|210&4|680&3;226&3|271&3|498&5|408&5|318&5|82&4|1039&4|250&4|273&4|122&1|739&1|179&1|535&3|272&4|210&4|680&3
889&2|269&3|340&2|344&2|887&3|272&2|242&3|305&2|306&4|303&4|347&4|896&2;315&4|321&3|900&4|319&4;889&2|269&3|340&2|344&2|887&3|272&2|242&3|305&2|306&4|303&4|347&4|896&2|315&4|321&3|900&4|319&4
50&4|257&4|151&3|268&5|307&2|294&3|508&4|1023&3|117&3|181&4|288&4|246&4;240&2|405&4|1016&1|111&3;50&4|257&4|151&3|268&5|307&2|294&3|508&4|1023&3|117&3|181&4|288&4|246&4|240&2|405&4|1016&1|111&3
127&5|405&4|117&5|7&3|273&3|222&4|455&3|118&3|685&4|50&4|515&5|181&3;833&3|825&4|982&3|281&3;127&5|405&4|117&5|7&3|273&3|222&4|455&3|118&3|685&4|50&4|515&5|181&3|833&3|825&4|982&3|281&3
511&5|1100&2|653&3|514&3|1&1|238&4|479&2|286&4|475&3|223&4|1141&3|1101&4;11&2|160&5|682&5|302&5;511&5|1100&2|653&3|514&3|1&1|238&4|479&2|286&4|475&3|223&4|1141&3|1101&4|11&2|160&5|682&5|302&5
487&5|187&5|168&5|358&5|135&4|496&5|48&5|1025&5|266&5|749&5|288&3|176&3;328&3|333&3|276&5|1007&5;487&5|187&5|168&5|358&5|135&4|496&5|48&5|1025&5|266&5|749&5|288&3|176&3|328&3|333&3|276&5|1007&5
660&1|187&3|513&5|12&3|56&3|1556&3|294&1|202&1|87&4|197&4|385&4|550&4;204&3|523&4|4&4|216&5;660&1|187&3|513&5|12&3|56&3|1556&3|294&1|202&1|87&4|197&4|385&4|550&4|204&3|523&4|4&4|216&5
136&3|12&3|143&4|277&2|1003&2|511&3|111&1|255&4|606&2|604&3|419&4|82&4;463&2|153&3|275&2|28&4;136&3|12&3|143&4|277&2|1003&2|511&3|111&1|255&4|606&2|604&3|419&4|82&4|463&2|153&3|275&2|28&4
294&4|631&4|322&3|98&4|304&3|318&5|227&4|1172&5|182&5|64&5|692&5|79&5;205&5|185&5|772&5|1&5;294&4|631&4|322&3|98&4|304&3|318&5|227&4|1172&5|182&5|64&5|692&5|79&5|205&5|185&5|772&5|1&5
242&5|231&2|751&3|255&4|321&4|181&4|252&3|319&4|286&5|892&4|289&2|164&4;683&3|538&4|28&4|688&3;242&5|231&2|751&3|255&4|321&4|181&4|252&3|319&4|286&5|892&4|289&2|164&4|683&3|538&4|28&4|688&3
470&3|288&3|1074&3|673&2|79&3|86&3|56&2|553&3|27&3|549&3|228&4|591&3;576&3|808&2|431&4|578&3;470&3|288&3|1074&3|673&2|79&3|86&3|56&2|553&3|27&3|549&3|228&4|591&3|576&3|808&2|431&4|578&3
1161&3|423&4|71&4|168&3|508&4|229&5|332&3|595&3|1&4|588&4|317&2|357&2;636&5|627&5|715&2|572&3;1161&3|423&4|71&4|168&3|508&4|229&5|332&3|595&3|1&4|588&4|317&2|357&2|636&5|627&5|715&2|572&3
588&4|655&4|585&2|420&4|29&2|477&4|143&4|511&4|1035&3|15&3|91&5|924&5;1074&1|709&5|172&5|259&1;588&4|655&4|585&2|420&4|29&2|477&4|143&4|511&4|1035&3|15&3|91&5|924&5|1074&1|709&5|172&5|259&1
1&4|498&4|687&2|1282&3|107&3|288&2|582&3|12&4|521&3|148&3|824&1|988&2;748&3|651&4|936&4|313&5;1&4|498&4|687&2|1282&3|107&3|288&2|582&3|12&4|521&3|148&3|824&1|988&2|748&3|651&4|936&4|313&5
276&5|125&5|49&5|588&3|136&4|472&4|69&3|176&4|168&3|1028&3|105&3|625&5;655&4|323&2|108&3|240&1;276&5|125&5|49&5|588&3|136&4|472&4|69&3|176&4|168&3|1028&3|105&3|625&5|655&4|323&2|108&3|240&1
880&2|326&5|288&3|340&1|879&5|895&3|301&3|245&3|748&4|304&3|341&4|313&5;327&5|312&5|323&5|1316&4;880&2|326&5|288&3|340&1|879&5|895&3|301&3|245&3|748&4|304&3|341&4|313&5|327&5|312&5|323&5|1316&4
471&3|121&1|127&4|713&2|9&4|111&3|275&5|458&1|25&4|742&1|282&1|286&5;1028&4|409&3|405&3|1047&1;471&3|121&1|127&4|713&2|9&4|111&3|275&5|458&1|25&4|742&1|282&1|286&5|1028&4|409&3|405&3|1047&1
282&5|147&3|743&1|274&4|591&4|1&4|1134&4|124&3|284&1|127&4|182&5|310&5;1049&1|819&3|135&4|288&4;282&5|147&3|743&1|274&4|591&4|1&4|1134&4|124&3|284&1|127&4|182&5|310&5|1049&1|819&3|135&4|288&4
519&5|655&5|268&5|483&5|276&4|209&4|55&4|530&4|663&4|513&5|175&5|708&5;265&4|524&5|239&2|425&5;519&5|655&5|268&5|483&5|276&4|209&4|55&4|530&4|663&4|513&5|175&5|708&5|265&4|524&5|239&2|425&5
1434&4|268&3|310&4|269&4|242&4|1463&1|346&3|1399&3|303&1|1022&2|751&2|308&4;877&2|900&3|340&1|909&4;1434&4|268&3|310&4|269&4|242&4|1463&1|346&3|1399&3|303&1|1022&2|751&2|308&4|877&2|900&3|340&1|909&4
216&5|126&5|161&4|423&5|823&3|989&5|202&5|318&5|596&5|181&5|1028&4|275&5;963&5|732&5|91&4|1044&5;216&5|126&5|161&4|423&5|823&3|989&5|202&5|318&5|596&5|181&5|1028&4|275&5|963&5|732&5|91&4|1044&5
218&5|952&4|461&5|39&5|98&4|742&3|240&2|748&4|200&4|652&4|201&5|257&4;347&4|426&3|156&5|895&2;218&5|952&4|461&5|39&5|98&4|742&3|240&2|748&4|200&4|652&4|201&5|257&4|347&4|426&3|156&5|895&2
597&2|24&1|411&5|748&5|333&5|127&4|328&4|258&4|1088&3|148&3|820&3|685&3;1016&4|291&1|340&4|871&5;597&2|24&1|411&5|748&5|333&5|127&4|328&4|258&4|1088&3|148&3|820&3|685&3|1016&4|291&1|340&4|871&5
211&4|50&5|132&4|1009&4|926&3|591&4|742&3|98&4|474&3|7&5|447&3|135&5;83&5|5&3|770&3|70&3;211&4|50&5|132&4|1009&4|926&3|591&4|742&3|98&4|474&3|7&5|447&3|135&5|83&5|5&3|770&3|70&3
809&3|148&4|455&4|286&4|241&4|825&4|183&3|684&3|518&4|694&5|449&2|403&4;70&4|186&3|194&5|580&4;809&3|148&4|455&4|286&4|241&4|825&4|183&3|684&3|518&4|694&5|449&2|403&4|70&4|186&3|194&5|580&4
58&4|166&4|307&5|1176&5|872&5|198&5|887&3|254&4|150&3|271&4|127&4|165&5;892&3|197&5|346&2|750&4;58&4|166&4|307&5|1176&5|872&5|198&5|887&3|254&4|150&3|271&4|127&4|165&5|892&3|197&5|346&2|750&4
515&5|752&5|315&4|245&3|258&3|347&4|301&2|294&4|269&5|311&4|288&5|882&3;98&4|603&5|923&5|173&5;515&5|752&5|315&4|245&3|258&3|347&4|301&2|294&4|269&5|311&4|288&5|882&3|98&4|603&5|923&5|173&5
322&2|301&4|323&2|303&2|271&4|307&4|289&3|309&2|748&1|333&3|294&1|270&2;879&2|358&3|299&2|680&2;322&2|301&4|323&2|303&2|271&4|307&4|289&3|309&2|748&1|333&3|294&1|270&2|879&2|358&3|299&2|680&2
125&4|50&4|988&4|291&4|323&4|181&4|259&4|977&4|1610&3|127&4|330&4|308&4;117&4|276&4|257&5|298&4;125&4|50&4|988&4|291&4|323&4|181&4|259&4|977&4|1610&3|127&4|330&4|308&4|117&4|276&4|257&5|298&4
474&5|144&5|465&2|60&3|419&5|25&3|180&3|919&4|462&3|98&4|227&1|191&5;127&4|430&2|750&4|427&4;474&5|144&5|465&2|60&3|419&5|25&3|180&3|919&4|462&3|98&4|227&1|191&5|127&4|430&2|750&4|427&4
319&5|272&4|331&1|333&3|258&5|1062&5|268&5|346&4|1313&4|303&3|345&2|310&4;311&4|332&3|316&4|358&2;319&5|272&4|331&1|333&3|258&5|1062&5|268&5|346&4|1313&4|303&3|345&2|310&4|311&4|332&3|316&4|358&2
234&4|14&1|313&3|873&2|38&3|546&3|636&5|164&2|401&2|578&2|576&2|96&4;591&3|318&4|159&4|203&3;234&4|14&1|313&3|873&2|38&3|546&3|636&5|164&2|401&2|578&2|576&2|96&4|591&3|318&4|159&4|203&3
302&5|307&2|1176&2|344&4|327&2|1062&5|345&5|262&4|340&4|286&2|360&4|750&5;321&4|312&1|338&1|884&4;302&5|307&2|1176&2|344&4|327&2|1062&5|345&5|262&4|340&4|286&2|360&4|750&5|321&4|312&1|338&1|884&4
79&4|96&5|100&5|327&5|749&5|22&5|1429&5|50&4|526&5|1431&5|288&1|498&4;969&1|132&4|603&4|97&5;79&4|96&5|100&5|327&5|749&5|22&5|1429&5|50&4|526&5|1431&5|288&1|498&4|969&1|132&4|603&4|97&5
893&3|300&5|323&3|343&3|310&3|259&1|322&4|278&4|742&3|313&5|879&3|328&3;763&4|237&5|298&5|274&4;893&3|300&5|323&3|343&3|310&3|259&1|322&4|278&4|742&3|313&5|879&3|328&3|763&4|237&5|298&5|274&4
535&4|872&4|410&4|248&5|333&4|323&3|406&2|268&4|1028&3|21&3|475&5|301&4;411&3|122&3|363&1|931&3;535&4|872&4|410&4|248&5|333&4|323&3|406&2|268&4|1028&3|21&3|475&5|301&4|411&3|122&3|363&1|931&3
170&5|11&4|1101&4|196&5|744&4|58&4|639&4|305&4|382&4|14&4|702&4|221&5;1074&3|43&3|941&3|295&4;170&5|11&4|1101&4|196&5|744&4|58&4|639&4|305&4|382&4|14&4|702&4|221&5|1074&3|43&3|941&3|295&4
199&5|750&2|510&4|427&5|898&4|22&4|523&4|96&1|79&4|98&5|179&2|657&5;211&4|215&5|499&3|673&1;199&5|750&2|510&4|427&5|898&4|22&4|523&4|96&1|79&4|98&5|179&2|657&5|211&4|215&5|499&3|673&1
853&4|708&4|13&4|467&4|183&4|237&5|137&4|628&3|195&4|147&5|42&5|658&4;409&4|182&5|241&5|108&3;853&4|708&4|13&4|467&4|183&4|237&5|137&4|628&3|195&4|147&5|42&5|658&4|409&4|182&5|241&5|108&3
170&4|223&4|292&4|923&5|1084&4|168&3|180&4|187&2|507&3|462&3|678&1|275&5;234&1|435&2|1039&5|482&3;170&4|223&4|292&4|923&5|1084&4|168&3|180&4|187&2|507&3|462&3|678&1|275&5|234&1|435&2|1039&5|482&3
195&4|763&4|603&4|676&2|211&4|50&4|11&5|303&3|473&4|919&5|1048&3|847&4;399&3|576&3|737&3|1267&3;195&4|763&4|603&4|676&2|211&4|50&4|11&5|303&3|473&4|919&5|1048&3|847&4|399&3|576&3|737&3|1267&3
